ID,Name,Year,Authors,DOI,Framing of Cognition-Awareness (copy lines here),AR/VR,Device Type,Device,Input,Cognitive State,Adaptation,Application,Adaption/ Objective (Textual),Stimulus,Feature (Metric),Blackbox (Textual),Spalte 1,Output (Textual),Method,"Sample (N Textual, if applicable)",Outcomes,Performance (Textual),System Maturity,Open Source,Bibtex
10,"Optimizing visual complexity for physiologically-adaptive VR systems: Evaluating a multimodal dataset using EDA, ECG and EEG features",2024,"Chiossi, Francesco; Ou, Changkun; Mayer, Sven",https://doi.org/10.1145/3656650.3656657,"Here, we investigated a multi- modal dataset (EEG, ECG, and EDA) while interacting with two different adaptive systems adjusting the environmental visual com- plexity based on EDA.",Virtual Reality (VR),Head-Mounted Display (HMD),HTC Vive Pro,Electrodermal Activity (EDA),Arousal,Task Adjustment,Work/Performance,adapt surrounding visual complexity based on arousal,"The experimental task employed in this study was adapted from the N-Back task, as described by Chiossi et al. [9]. Persons with different shirt colors were running in a scene",EEG: Theta & Alpha EDA: SCL & SCR ECG: HR & HRV,Rolling Window Approach,,"more/less surrounding visual complexity, not directly of task itself",Quantitative (Participant Study),20,Effectiveness,"EEG and ECG data unconclusive, Considering HP1, our findings indicate that the adaptive systems, specifically designed based on EDA, successfully influenced  the EDA features in response to changes in visual complexity. This  confirms the reliability and effectiveness of the adaptive systems in  manipulating visual complexity by modulating EDA",Prototype,Code Available,"@inproceedings{chiossiOptimizingVisualComplexity2024,
  title = {Optimizing Visual Complexity for Physiologically-Adaptive {{VR}} Systems: {{Evaluating}} a Multimodal Dataset Using {{EDA}}, {{ECG}} and {{EEG}} Features},
  booktitle = {Proceedings of the 2024 International Conference on Advanced Visual Interfaces},
  author = {Chiossi, Francesco and Ou, Changkun and Mayer, Sven},
  year = 2024,
  series = {Avi '24},
  publisher = {Association for Computing Machinery},
  address = {New York, NY, USA},
  doi = {10.1145/3656650.3656657},
  abstract = {Physiologically-adaptive Virtual Reality systems dynamically adjust virtual content based on users' physiological signals to enhance interaction and achieve specific goals. However, as different users' cognitive states may underlie multivariate physiological patterns, adaptive systems necessitate a multimodal evaluation to investigate the relationship between input physiological features and target states for efficient user modeling. Here, we investigated a multimodal dataset (EEG, ECG, and EDA) while interacting with two different adaptive systems adjusting the environmental visual complexity based on EDA. Increased visual complexity led to increased alpha power and alpha-theta ratio, reflecting increased mental fatigue and workload. At the same time, EDA exhibited distinct dynamics with increased tonic and phasic components. Integrating multimodal physiological measures for adaptation evaluation enlarges our understanding of the impact of system adaptation on users' physiology and allows us to account for it and improve adaptive system design and optimization algorithms.},
  chapter = {0},
  keywords = {ACM,Adaptive Systems,Physiological Computing,Virtual Reality,Visual Complexity}
}"
189,Perceived empathy in mixed reality: Assessing the impact of empathic agents’ awareness of user physiological states - 2024 IEEE international symposium on mixed and augmented reality (ISMAR),2024,"Chang, Zhuang; Kim, Kangsoo; Gupta, Kunal; Abouelenin, Jamila; Xiao, Zirui; Gu, Boyang; Bai, Huidong; Billinghurst, Mark",https://doi.org/10.1109/ISMAR62088.2024.00055,,Virtual Reality (VR),Head-Mounted Display (HMD),Meta Quest 3,"Photoplethysmogram (PPG) , Electrodermal Activity (EDA)",Stress,Guidance/Notification,Recreation,Empathetic interface reacting to change of users state,,,Skin Conductance Level (SCL) is calculated,,"Virtual avatar reacts to state of user, mentions stress levels","Quantitative (Participant Study), Qualitative (Participant Study)",24,"Effectiveness, Usability",Using physiological sensors to enable EMiRAs to perceive user physiological states helps build perceived empathy in EMiRAs,Prototype,No Info,"@article{changPerceivedEmpathyMixed2024,
  title = {Perceived Empathy in Mixed Reality: {{Assessing}} the Impact of Empathic Agents' Awareness of User Physiological States - 2024 {{IEEE}} International Symposium on Mixed and Augmented Reality ({{ISMAR}})},
  author = {Chang, Zhuang and Kim, Kangsoo and Gupta, Kunal and Abouelenin, Jamila and Xiao, Zirui and Gu, Boyang and Bai, Huidong and Billinghurst, Mark},
  year = 2024,
  month = oct,
  journal = {2024 IEEE international symposium on mixed and augmented reality (ISMAR)},
  pages = {406--415},
  issn = {2473-0726},
  doi = {10.1109/ISMAR62088.2024.00055},
  abstract = {In human-agent interaction, establishing trust and a social bond with the agent is crucial to improving communication quality and performance in collaborative tasks. This paper investigates how a Mixed Reality Agent's (MiRA) ability to acknowledge a user's physiological state affects perceptions such as empathy, social connectedness, presence, and trust. In a within-subject study with 24 subjects, we varied the companion agent's awareness during a mixed-reality first-person shooting game. Three agents provided feedback based on the users' physiological states: (1) No Awareness Agent (NAA), which did not acknowledge the user's physiological state; (2) Random Awareness Agent (RAA), offering feedback with varying accuracy; and (3) Accurate Awareness Agent (AAA), which provided consistently accurate feedback. Subjects reported higher scores on perceived empathy, social connectedness, presence, and trust with AAA compared to RAA and NAA. Interestingly, despite exceeding NAA in perception scores, RAA was the least favored as a companion. The findings and implications for the design of MiRA interfaces are discussed, along with the limitations of the study and directions for future work.},
  chapter = {0},
  keywords = {Accuracy,Augmented reality,Collaboration,Empathic computing,Games,IEEE,Mixed reality,Physiology,virtua...}
}
"
49,RelaWorld: Neuroadaptive and immersive virtual reality meditation system,2016,"Kosunen, Ilkka; Salminen, Mikko; Järvelä, Simo; Ruonala, Antti; Ravaja, Niklas; Jacucci, Giulio",https://doi.org/10.1145/2856767.2856796,We present RelaWorld: a neuroadaptive virtual reality meditation system that combines virtual reality with neurofeedback to provide a tool that is easy for novices to use yet provides added value even for experienced meditators.,Virtual Reality (VR),Head-Mounted Display (HMD),Oculus Rift,Electroencephalography (EEG),"Stress, Relaxation",Information,Health/Rehabilitation,,Bubbles in VR that are highlighted,"The theta band (4-6Hz) power has been shown to increase during concentration (including meditative concentration) [1] [27]. Cahn and Polich [6] they concluded that the alpha band (8- 12Hz), especially the lower alpha (8-10Hz), decreases dur- ing concentration and vigilance. Conversely, the alpha is in- creased during relaxation, including meditation. The theta band (4-6Hz),",IPA thresholds,,Change of VR environment,"Quantitative (Participant Study), Qualitative (Participant Study)",,"Effectiveness, Usability","The HMD condition scored significantly higher than the screen-only control on all meditation depth measures and presence. Adding neurofeedback further improved presence scores, but its additional benefit over HMD alone did not reach statistical significance, likely due to the limited sample size.",Prototype,No Info,"@inproceedings{kosunenRelaWorldNeuroadaptiveImmersive2016,
  title = {{{RelaWorld}}: {{Neuroadaptive}} and Immersive Virtual Reality Meditation System},
  booktitle = {Proceedings of the 21st International Conference on Intelligent User Interfaces},
  author = {Kosunen, Ilkka and Salminen, Mikko and J{\""a}rvel{\""a}, Simo and Ruonala, Antti and Ravaja, Niklas and Jacucci, Giulio},
  year = 2016,
  series = {Iui '16},
  pages = {208--217},
  publisher = {Association for Computing Machinery},
  address = {New York, NY, USA},
  doi = {10.1145/2856767.2856796},
  abstract = {Meditation in general and mindfulness in particular have been shown to be useful techniques in the treatment of a plethora of ailments, yet they can be challenging for novices. We present RelaWorld: a neuroadaptive virtual reality meditation system that combines virtual reality with neurofeedback to provide a tool that is easy for novices to use yet provides added value even for experienced meditators. Using a head-mounted display, users can levitate in a virtual world by doing meditation exercises. The system measures users' brain activity in real time via EEG and calculates estimates for the level of conCentration and relaxation. These values are then mapped into the virtual reality. In a user study of 43 subjects, we were able to show that the RelaWorld system elicits deeper relaxation, feeling of presence and a deeper level of meditation when compared to a similar setup without head-mounted display or neurofeedback.},
  chapter = {0},
  keywords = {ACM,meditation,mindfulness,neurofeedback,virtual reality}
}
"
27,Sensing visual attention using an interactive bidirectional HMD,2012,"Schuchert, Tobias; Voth, Sascha; Baumgarten, Judith",https://doi.org/10.1145/2401836.2401852,"The sensing and interaction application has been developed in the European project ARtSENSE1 in order to (1) detect museum visi- tors attention/interest in artworks as well as in presented AR con- tent, (2) present appropriate personalized information based on the detected attention as augmented overlays, and (3) allow museum visitors gaze-based interaction with the system or the AR content.",Augmented Reality (AR),Head-Mounted Display (HMD),Novel Prototype,Eye-Tracking: Gaze,Attention,Information,"Education, Recreation","""present appropriate personalized information based on the detected attention as augmented overlays""",Art images,"Common measurements for atten- tion are gaze fixation and saccades, which have been widely used.",Gaze time and focus,,personalized AR information,None,0,None,,Proposal,No Info,"@inproceedings{schuchertSensingVisualAttention2012,
  title = {Sensing Visual Attention Using an Interactive Bidirectional {{HMD}}},
  booktitle = {Proceedings of the 4th Workshop on Eye Gaze in Intelligent Human Machine Interaction},
  author = {Schuchert, Tobias and Voth, Sascha and Baumgarten, Judith},
  year = 2012,
  series = {Gaze-in '12},
  publisher = {Association for Computing Machinery},
  address = {New York, NY, USA},
  doi = {10.1145/2401836.2401852},
  abstract = {This paper presents a novel system for sensing of attentional behavior in Augmented Reality (AR) environments by analyzing eye movement. The system is based on light weight head mounted optical see-through glasses containing bidirectional microdisplays, which allow displaying images and eye tracking on a single chip. The sensing and interaction application has been developed in the European project ARtSENSE in order to (1) detect museum visitors attention/interest in artworks as well as in presented AR content, (2) present appropriate personalized information based on the detected attention as augmented overlays, and (3) allow museum visitors gaze-based interaction with the system or the AR content. In this paper we present a novel algorithm for pupil estimation in low resolution eye-tracking images and show first results on attention estimation by eye movement analysis and interaction with the system by gaze.},
  chapter = {0},
  keywords = {ACM,AR}
}"
165,Superpowering emotion through multimodal cues in collaborative VR - 2024 IEEE international symposium on mixed and augmented reality (ISMAR),2024,"Jing, Allison; Teo, Theophilus; McDade, Jeremy; Zhang, Chenkai; Wang, Yi; Mitrofan, Andrei; Thareja, Rushil; Shin, Heesook; Lee, Yongho; Gil, Youn-Hee; Billinghurst, Mark; Lee, Gun A.",https://doi.org/10.1109/ISMAR62088.2024.00030,,Virtual Reality (VR),Head-Mounted Display (HMD),Meta Quest Pro,"Galvanic Skin Response (GSR), Eye-Tracking: Gaze, Heart Rate (HR), Eye-Tracking: Blink Rate, Photoplethysmogram (PPG)","Emotions/Affect, Arousal, Stress, Attention",Stimuli,Miscellaneous,"Augment avatar and a ""superpower"" to show emotion",,,,,"Textual, audio, and visual cues on/of avatar","Qualitative (Participant Study), Quantitative (Participant Study)",28,"Effectiveness, Usability",,Prototype,No Info,"@article{jingSuperpoweringEmotionMultimodal2024,
  title = {Superpowering Emotion through Multimodal Cues in Collaborative {{VR}} - 2024 {{IEEE}} International Symposium on Mixed and Augmented Reality ({{ISMAR}})},
  author = {Jing, Allison and Teo, Theophilus and McDade, Jeremy and Zhang, Chenkai and Wang, Yi and Mitrofan, Andrei and Thareja, Rushil and Shin, Heesook and Lee, Yongho and Gil, Youn-Hee and Billinghurst, Mark and Lee, Gun A.},
  year = 2024,
  month = oct,
  journal = {2024 IEEE international symposium on mixed and augmented reality (ISMAR)},
  pages = {160--169},
  issn = {2473-0726},
  doi = {10.1109/ISMAR62088.2024.00030},
  abstract = {Representing emotion in collaborative Virtual Reality (VR) environments is an emerging topic, as VR can enable humans to express augmented emotions beyond their normal abilities. This research explores how emotion can be represented in collaborative VR beyond facial expressions. We developed a virtual system that communicates emotion using three sensory modalities (textual, auditory and visual) through two spatiotemporal representations (human-form avatar and superpower). We show real-time emotion through a natural avatar and objectify emotion states into superpower phenomena in in-situ environments for time periods. We incorporated subjective, physiological and behavioural measures to evaluate emotion in an asynchronous VR collaboration scenario. The results suggested that showing emotions through the avatar and superpower augmentations (audio-visual) provided the best immersive VR experience, where users were more aroused, and the positive emotion felt more dominating. We also found that understanding emotion requires easy and relatable visuals that people commonly acknowledge, whereas arousing emotion requires a change of environmental contexts to indicate different states. We provide design insights for using multisensory modalities in empathic VR systems to address the lack of a standardised representation of emotion in collaborative VR.},
  chapter = {0},
  keywords = {Augment...,Avatars,Collaboration,IEEE,Physiology,Real-time systems,Spatiotemporal phenomena,Visualization}
}
"
67,Surveillance-behavior support by a real-time gaze-based tool integrated with augmented reality,2024,"Williot, Alex; re; Lafond, Daniel; Tremblay, Sébastien; Marois, Alex; re",https://doi.org/10.1109/CogSIMA61085.2024.10553855,"The purpose of this study was to examine the impact of a real-time gaze-based tool named Scantracker—which can identify instances of neglect, over-focus and vigilance decrement using eye tracking",Augmented Reality (AR),Head-Mounted Display (HMD),HoloLens 2,Eye-Tracking: Gaze,Attention,Guidance/Notification,Work/Performance,Notify user if neglect detected,Surveillance task with 7-8 incidents,"fixation, duration, velocity",Gaze time and focus,,Notification,Quantitative (Participant Study),5,Effectiveness,"TLX and Situational Awareness, mixed results",Prototype,No Info,"@article{williotSurveillancebehaviorSupportRealtime2024,
  title = {Surveillance-Behavior Support by a Real-Time Gaze-Based Tool Integrated with Augmented Reality},
  author = {Williot, Alex and {re} and Lafond, Daniel and Tremblay, S{\'e}bastien and Marois, Alex and {re}},
  year = 2024,
  month = may,
  journal = {2024 IEEE conference on cognitive and computational aspects of situation management (CogSIMA)},
  pages = {1--7},
  doi = {10.1109/CogSIMA61085.2024.10553855},
  abstract = {Video surveillance can be cognitively very demanding as it imposes operators to stay focus for a long time and to provide the right response for relevant stimuli among a lot of information. In this challenging activity, it is relevant to consider the use of decision-aid techniques to improve operators' alertness. The purpose of this study was to examine the impact of a real-time gaze-based tool named Scantracker---which can identify instances of neglect, over-focus and vigilance decrement using eye tracking and display visual notifications to mitigate such situations---on surveillance performance measures during a surveillance simulation. Augmented reality glasses were used to monitor eye movements in real time for all non-expert participants, but notifications presentation to support attention was visually active for only half of them (Scantracker group), as opposed to the control group without support from the Scantracker. No significant differences were observed across those two groups. However, a within-group comparison contrasting trials with active notifications vs. a silent condition showed a reliable improvement in task accuracy and a reduction in screen neglect duration. Results are discussed in light of potential applications of Scantracker with augmented reality.},
  chapter = {0},
  keywords = {AR,Augmented reality,Eye movements,Glass,Human-automation teaming,IEEE,Particle measurements,Real-time measures,Real-time systems,Reliability,Streaming media,Video surveillance,Visualization}
}"
133,The effects of physiologically-adaptive virtual environment on user's sense of presence,2018,"Souza, Vinicius Costa de; Nedel, Luciana; Kopper, Regis; Maciel, Anderson; Tagliaro, Leonardo",https://doi.org/10.1109/SVR.2018.00029,Physiologically-Adaptive Virtual  Environment on User’s Sense of Presence,Virtual Reality (VR),Head-Mounted Display (HMD),Oculus Rift,"Electrodermal Activity (EDA), Heart Rate (HR)",Presence,Event,Miscellaneous,The feeling of presence in the virtual experience,"The arousal stimuli were birds (A), a burglar (B), an alarm (C) and an explosion (D) that occurs near the participant",two electrodes for EDA and three electrodes for HR measurement,defined a threshold for HR (individual base HR + 5bpm) and EDA (base + 2mS) if under threshold trigger events,,arousal events in the virtual experience,"Quantitative (Participant Study), Qualitative (Participant Study)",27,"Usability, Effectiveness",significantly less HR variation in adaptive treatment compared to no stimuli,Prototype,No Info,"@article{souzaEffectsPhysiologicallyadaptiveVirtual2018,
  title = {The Effects of Physiologically-Adaptive Virtual Environment on User's Sense of Presence},
  author = {de Souza, Vinicius Costa and Nedel, Luciana and Kopper, Regis and Maciel, Anderson and Tagliaro, Leonardo},
  year = 2018,
  month = oct,
  journal = {2018 20th symposium on virtual and augmented reality (SVR)},
  pages = {133--142},
  doi = {10.1109/SVR.2018.00029},
  abstract = {The effectiveness of Virtual Environments (VEs) may be defined in terms of different aspects. A common one is the degree to which the VE creates in the user the subjective illusion of presence, the sense of being in the VE. Since presence is a subjective condition, it has most commonly been measured by subjective methods, especially by post-questionnaires. However, objective measures have been proposed, mainly based on Electrodermal Activity (EDA), Heart Rate (HR) and Behavior Observation (BO). In this work, it was investigated the possibility of dynamically modulating the sense of presence in a Virtual Reality (VR) experience, based on physiological measures on the fly. Although these measures have already been applied for assessment in VR, whether they can be used to dynamically modulate the presence in VR experiences remain an open question. Subjective, physiological and behavioral reactions of 27 subjects during a fully immersive experience under three different conditions (NS: None Stimulus, PS: Pre-set Time Stimulus and DS: Dynamic Stimulus) were observed, varying the stimulus based on HR and EDA variation. Although it was not found a difference for the SUS presence questionnaire, it was found a significant difference for the physiological measures between the NS and DS condition, showing that it was possible to dynamically modulate the VR experience using real-time HR and EDA to increase the effectiveness of VR experiences.},
  chapter = {0},
  keywords = {IEEE,immersion,presence,user evaluation,virtual reality}
}"
111,The Mind-Mirror: See your brain in action in your head using EEG and augmented reality,2014,"Mercier-Ganady, Jonathan; Lotte, Fabien; Loup-Esc; e, Emilie; Marchal, Maud; Lécuyer, Anatole",https://doi.org/10.1109/VR.2014.6802047,"The use of EEG classification techniques enables to test a Neurofeed- back scenario in which the user can train and progressively learn how to control different mental states, such as “concentrated” ver- sus “relaxed”.",Augmented Reality (AR),Desktop,Novel Prototype,Electroencephalography (EEG),"Relaxation, Attention",Information,Miscellaneous,"Brain is visualized, more blue if relaxed, more red if concentrated",mirror for the user to see themselves + projected eeg activity on the user's head via AR,Only frequency bands within the theta (4- 7Hz) and alpha (8-14Hz) rhythms range were explored.,OpenViBE software ,,Visualized brain has different colors,"Qualitative (Participant Study), Quantitative (Participant Study)",12,Effectiveness,Users were able to more easily concentrate and relax,Prototype,No Info,"@article{mercier-ganadyMindMirrorSeeYour2014,
  title = {The {{Mind-Mirror}}: {{See}} Your Brain in Action in Your Head Using {{EEG}} and Augmented Reality},
  author = {{Mercier-Ganady}, Jonathan and Lotte, Fabien and {Loup-Esc} and {e}, Emilie and Marchal, Maud and L{\'e}cuyer, Anatole},
  year = 2014,
  month = mar,
  journal = {2014 IEEE virtual reality (VR)},
  pages = {33--38},
  issn = {2375-5334},
  doi = {10.1109/VR.2014.6802047},
  abstract = {Imagine you are facing a mirror, seeing at the same time both your real body and a virtual display of your brain in activity and perfectly superimposed to your real image ``inside your real skull''. In this paper, we introduce a novel augmented reality paradigm called ``Mind-Mirror'' which enables the experience of seeing ``through your own head'', visualizing your brain ``in action and in situ''. Our approach relies on the use of a semi-transparent mirror positioned in front of a computer screen. A virtual brain is displayed on screen and automatically follows the head movements using an optical face-tracking system. The brain activity is extracted and processed in real-time with the help of an electroencephalography cap (EEG) worn by the user. A rear view is also proposed thanks to an additional webcam recording the rear of the user's head. The use of EEG classification techniques enables to test a Neurofeedback scenario in which the user can train and progressively learn how to control different mental states, such as ``concentrated'' versus ``relaxed''. The results of a user study comparing a standard visualization used in Neurofeedback to our approach showed that the Mind-Mirror could be successfully used and that the participants have particularly appreciated its innovation and originality. We believe that, in addition to applications in Neurofeedback and Brain-Computer Interfaces, the Mind-Mirror could also be used as a novel visualization tool for education, training or entertainment applications.},
  chapter = {0},
  keywords = {AR,Augmented Reality,BCI,Brain,Brain Activity,EEG,Electroencephalography,Head,IEEE,Mirror,Mirrors,Neurofeedback,Surface topography,Visualization}
}"
53,Towards cognitive load-based decision making in VR training,2023,"Thomay, Christian; Fermitsch, Andreas; Fessler, Johannes; Garatva, Patricia; Gollan, Benedikt; Katharina Lietz, Andrea; Matscheko, Michael; Wagner, Michael",https://doi.org/10.1109/CVR58941.2023.10395602,"We present a methodology to achieve adaptive, cognitive load-based decision making in the context of virtual reality training",Virtual Reality (VR),Head-Mounted Display (HMD),Pico Neo3 Pro Eye,Eye-Tracking: Pupil Dilation,Cognitive Load/Workload,Event,Work/Performance,Trigger of Events,Medical training,pupil dilation,Threshold,,stress events get triggered whenever cognitive load gets smaller as threshold,Quantitative (Participant Study),12,Effectiveness,premilinary,Prototype,No Info,"@article{thomayCognitiveLoadbasedDecision2023,
  title = {Towards Cognitive Load-Based Decision Making in {{VR}} Training},
  author = {Thomay, Christian and Fermitsch, Andreas and Fessler, Johannes and Garatva, Patricia and Gollan, Benedikt and Katharina Lietz, Andrea and Matscheko, Michael and Wagner, Michael},
  year = 2023,
  month = oct,
  journal = {2023 IEEE 2nd international conference on cognitive aspects of virtual reality (CVR)},
  pages = {000023--000028},
  doi = {10.1109/CVR58941.2023.10395602},
  abstract = {We present a methodology to achieve adaptive, cognitive load-based decision making in the context of virtual reality training and assessed in the scope of medical training. The aim is to create dynamic training scenarios that adapt according to the cognitive load of the trainee, adjusting training parameters to keep the trainee at an optimal learning level, where they are appropriately challenged and engaged, but not overexerted. This is achieved by monitoring the trainee's cognitive load via eye tracking and pupillometry, employing an adaptive algorithm compensating for the effect of ambient light on the human eye. The cognitive load measurement has been validated in a real-life training study using a sim lab with haptic dolls, and the same training study is currently being evaluated in VR. In this paper, we report the findings of the real-life study, detail preliminary results from the VR study, and describe the methodology used to achieve adaptive cognitive load-based decision making in the VR scenario.},
  chapter = {0},
  keywords = {Adaptive algorithms,adaptive learning,Cognitive load,computer aided instruction,Decision making,Gaze tracking,Haptic interfaces,human computer interaction,IEEE,Training,Virtual reality}
}"
120,Towards neuroadaptive augmented reality piano tutorials,2023,"Maitz, Florian; Ribeiro Skreinig, Lucchas; Kalkofen, Denis; Wriessnegger, Selina C.",https://doi.org/10.1109/MetroXRAINE58569.2023.10405829,neuro-adaptive system that combines  an Augmented Reality (AR) piano tutorial with online EEG  measurements,Augmented Reality (AR),Head-Mounted Display (HMD),Meta Quest 2,Electroencephalography (EEG),Cognitive Load/Workload,Task Adjustment,"Recreation, Education",Task would change depending on workload,"N-Back Task, Piano Tutorial","9 frequency bands (4 - 8 Hz, 8 - 12 Hz, ..., 36 - 40 Hz) and 6 spatial filters -> 54 features per epoch",FBCSP algorithm,,Next song would change depending on workload,Quantitative (Participant Study),22,Effectiveness,Mostly inconclusive,Prototype,No Info,"@article{maitzNeuroadaptiveAugmentedReality2023,
  title = {Towards Neuroadaptive Augmented Reality Piano Tutorials},
  author = {Maitz, Florian and Ribeiro Skreinig, Lucchas and Kalkofen, Denis and Wriessnegger, Selina C.},
  year = 2023,
  month = oct,
  journal = {2023 IEEE international conference on metrology for eXtended reality, artificial intelligence and neural engineering (MetroXRAINE)},
  pages = {450--455},
  doi = {10.1109/MetroXRAINE58569.2023.10405829},
  abstract = {EEG-based neuro-adaptive systems are becoming increasingly popular in the field of learning and education. Their ability to detect changes in brain activity in real-time makes them unique and enables monitoring mental workload (MWL) and fatigue. We present a neuro-adaptive system that combines an Augmented Reality (AR) piano tutorial with online EEG measurements of its user, delivered by a passive Brain Computer Interface (BCI) system. The MWL was measured by means of EEG and a Filter Bank Common Spatial Patter algorithm (FBCSP) was trained to differentiate between low and high levels of MWL. Low levels were connected to the 0-back task and high levels to the 2-back task. The n-back task was a calibration task to train a binary Machine Learning (ML) classifier to differentiate between low and high MWL. This trained ML algorithm was then used as the central element of the passive BCI, which constantly classified small windows of the EEG during the piano tutorial and adapted the difficulty of the tutorial. 22 Participants were randomly separated into two groups: adaptive and non-adaptive piano tutorial. The results of the non-adaptive group showed significantly higher levels of classified MWL throughout the piano tutorial.},
  chapter = {0},
  keywords = {AR,Augmented reality,Brain-computer interfaces,Classification algorithms,EEG,Electroencephalography,IEEE,Machine learning algorithms,mental workload,Mixed Reality,passive BCI,Task analysis,Tutorials}
}
"
162,"User engagement correlates better with behavioral than physiological measures in a virtual reality robotic rehabilitation system - 2024 IEEE international conference on systems, man, and cybernetics (SMC)",2024,"Zhang, Yawen; Wang, Haofei; Shi, Bertram E.",https://doi.org/10.1109/SMC54092.2024.10831286,,Virtual Reality (VR),Head-Mounted Display (HMD),HTC Vive,"Respiration, Eye-Tracking: Pupil Dilation, Eye-Tracking: Gaze, Eye-Tracking: Blink Rate",Engagement,Task Adjustment,Health/Rehabilitation,Optimally engage people in rehabilitation,,,,,Change complexity and noise based on engagement,Quantitative (Participant Study),12,Effectiveness,Behavioural measurements are better than physiological measurements to evaluate engagement in these tasks.,Prototype,No Info,"@article{zhangUserEngagementCorrelates2024,
  title = {User Engagement Correlates Better with Behavioral than Physiological Measures in a Virtual Reality Robotic Rehabilitation System - 2024 {{IEEE}} International Conference on Systems, Man, and Cybernetics ({{SMC}})},
  author = {Zhang, Yawen and Wang, Haofei and Shi, Bertram E.},
  year = 2024,
  month = oct,
  journal = {2024 IEEE international conference on systems, man, and cybernetics (SMC)},
  pages = {5189--5194},
  doi = {10.1109/SMC54092.2024.10831286},
  abstract = {Robotic systems to assist with movement rehabil-itation are transitioning from providing fixed pre-programmed assistance towards adaptive challenge-oriented strategies that present patients with tasks that are demanding yet achiev-able. This promotes active engagement, which is crucial for stimulating neural plasticity and promoting recovery. While it has been well established that varying the challenge level can affect user engagement, measuring engagement during task performance has received less attention. To investigate this issue, we developed a virtual reality (VR) robotic system for upper limb rehabilitation using a line-tracing task that measures physiological and behavioral signals. Challenge level can be modulated by introducing force noise disturbance. We con-ducted a preliminary study on 12 participants, measuring user engagement and physiological/behavioral signals at different noise (challenge) levels. Our findings align with the predictions of flow channel theory. Engagement peaks at an intermediate challenge level. While past work considered only physiological measures, our results reveal that behavioral measures are better correlated with user engagement. Physiological measures correlate better with arousal. This work takes a step toward systems that dynamically adapt task parameters to optimize user engagement.},
  chapter = {0},
  keywords = {Adaptive systems,Atmospheric measurements,Force,IEEE,Limbs,Noise,Particle measurements...,Virtual reality}
}
"
6,Workload-driven modulation of mixed-reality robot-human communication,2018,"Hirshfield, Leanne; Williams, Tom; Sommer, Natalie; Grant, Trevor; Gursoy, Senem Velipasalar",https://doi.org/10.1145/3279810.3279848,we propose to use brain data acquired fNIRS to measure the neural correlates of cognitive and emotional states ,Augmented Reality (AR),Miscellaneous,None,Functional Near-Infrared Spectroscopy (fNIRS),Cognitive Load/Workload,Event,Work/Performance,Change behavior/medium of communication based on cognitive load,Triage Analysis Task Multi-tasking scenario using a variation of the Multi-Attribute Task Battery (MATB),"52 fNIRS channels oxy/deoxy readings were reshaped into a 3D frame mimicking the spatial layout of the probe ConvLSTM2D, which is built to capture spatiotemporal features Each sequence was labeled with eight mental resource levels (like WM, RI, VSA, etc.), each having a class value of 0, 1, or 2. The fNIRS features (HbO/HbR over time and space) were used to predict these cognitive states",ML-based multilabel classfication,,Proposed that data could be used to decide how robot should communicate with person,Descriptive Statistics,10,Effectiveness,"First try at labeling data, seems promising",Subsystem,No Info,"@inproceedings{hirshfieldWorkloaddrivenModulationMixedreality2018,
  title = {Workload-Driven Modulation of Mixed-Reality Robot-Human Communication},
  booktitle = {Proceedings of the Workshop on Modeling Cognitive Processes from Multimodal Data},
  author = {Hirshfield, Leanne and Williams, Tom and Sommer, Natalie and Grant, Trevor and Gursoy, Senem Velipasalar},
  year = 2018,
  series = {Mcpmd '18},
  publisher = {Association for Computing Machinery},
  address = {New York, NY, USA},
  doi = {10.1145/3279810.3279848},
  abstract = {In this work we explore how Augmented Reality annotations can be used as a form of Mixed Reality gesture, how neurophysiological measurements can inform the decision as to whether or not to use such gestures, and whether and how to adapt language when using such gestures. In this paper, we propose a preliminary investigation of how decisions regarding robot-to-human communication modality in mixed reality environments might be made on the basis of humans' perceptual and cognitive states. Specifically, we propose to use brain data acquired with high-density functional near-infrared spectroscopy (fNIRS) to measure the neural correlates of cognitive and emotional states with particular relevance to adaptive human-robot interaction (HRI). In this paper we describe several states of interest that fNIRS is well suited to measure and that have direct implications to HRI adaptations and we leverage a framework developed in our prior work to explore how different neurophysiological measures could inform the selection of different communication strategies. We then describe results from a feasibility experiment where multilabel Convolutional Long Short Term Memory Networks were trained to classify the target mental states of 10 participants and we discuss a research agenda for adaptive human-robot teams based on our findings.},
  chapter = {0},
  keywords = {ACM,AR}
}
"
