ID,Name,Year,Authors,DOI,Framing of Cognition-Awareness (copy lines here),AR/VR,Device Type,Device,Input,Cognitive State,Adaptation,Application,Adaption/ Objective (Textual),Stimulus,Feature (Metric),Blackbox (Textual),Spalte 1,Output (Textual),Method,"Sample (N Textual, if applicable)",Outcomes,Performance (Textual),System Maturity,Open Source,Bibtex
1,Attention engagement and cognitive state analysis for augmented reality text display functions,2015,"Toyama, Takumi; Sonntag, Daniel; Orlosky, Jason; Kiyokawa, Kiyoshi",https://doi.org/10.1145/2678025.2701384,The proposed system can automatically judge whether a user is engaged with virtual content in the display or focused on the real environment and can determine his or her cognitive state.,Augmented Reality (AR),Head-Mounted Display (HMD),Brother AirScouter,Eye-Tracking: Gaze,Attention,"Guidance/Notification, FoV/Rendering",Miscellaneous,System usability,Using HMD to simultaneously look at virtual screen and (phyiscal) reality,Gaze Depth (via point of convergence) and Vestibo-Ocular Reflex ,gaze depth-based method: Vestibulo-Ocular Reflex Based Approach,,adaptive brightness (Automatic dim enables the system to control the brightness of the screen) scrolling (scroll text automatically when the user is reading something in the display) selection (gaze-selectable icons in the HMD that are activated by attentional user gaze) notification (the system predicts an appropriate moment for notification and only presents information when the user is a passive cognitive state) highlighting (the system highlights the last read word when the user comes back to the virtual screen),Qualitative (Participant Study),12,Usability,Slight majority liked it,Prototype,No Info,"@inproceedings{toyamaAttentionEngagementCognitive2015,
  title = {Attention {{Engagement}} and {{Cognitive State Analysis}} for {{Augmented Reality Text Display Functions}}},
  booktitle = {Proceedings of the 20th {{International Conference}} on {{Intelligent User Interfaces}}},
  author = {Toyama, Takumi and Sonntag, Daniel and Orlosky, Jason and Kiyokawa, Kiyoshi},
  year = 2015,
  month = mar,
  series = {{{IUI}} '15},
  pages = {322--332},
  publisher = {Association for Computing Machinery},
  address = {New York, NY, USA},
  doi = {10.1145/2678025.2701384},
  urldate = {2024-11-25},
  abstract = {Human eye gaze has recently been used as an effective input interface for wearable displays. In this paper, we propose a gaze-based interaction framework for optical see-through displays. The proposed system can automatically judge whether a user is engaged with virtual content in the display or focused on the real environment and can determine his or her cognitive state. With these analytic capacities, we implement several proactive system functions including adaptive brightness, scrolling, messaging, notification, and highlighting, which would otherwise require manual interaction. The goal is to manage the relationship between virtual and real, creating a more cohesive and seamless experience for the user. We conduct user experiments including attention engagement and cognitive state analysis, such as reading detection and gaze position estimation in a wearable display towards the design of augmented reality text display applications. The results from the experiments show robustness of the attention engagement and cognitive state analysis methods. A majority of the experiment participants (8/12) stated the proactive system functions are beneficial.},
  isbn = {978-1-4503-3306-1},
  keywords = {ACM,AR}
}
"
156,AttentionAR: AR adaptation and warning for real-world safety via attention modeling and MLLM reasoning - proceedings of the 38th annual ACM symposium on user interface software and technology,2025,"Pei, Yunqiang; Huang, Renming; Zha, Mingfeng; Wang, Guoqing; Wang, Peng; Kang, Qiao; Yang, Yang; Shen, Heng Tao",https://doi.org/10.1145/3746059.3747674,,Augmented Reality (AR),Head-Mounted Display (HMD),HoloLens 2,"Electroencephalography (EEG), Eye-Tracking: Gaze",Attention,Guidance/Notification,Miscellaneous,"Check attention of user, if focused on AR content, make them aware of dangers",,,BiLSTM and NN,,Warnings ,Descriptive Statistics,,Effectiveness,"A lot of detail, mostly technical evaluation",Prototype,No Info,"@inproceedings{peiAttentionARARAdaptation2025,
  title = {{{AttentionAR}}: {{AR}} Adaptation and Warning for Real-World Safety via Attention Modeling and {{MLLM}} Reasoning - Proceedings of the 38th Annual {{ACM}} Symposium on User Interface Software and Technology},
  booktitle = {Proceedings of the 38th Annual {{ACM}} Symposium on User Interface Software and Technology},
  author = {Pei, Yunqiang and Huang, Renming and Zha, Mingfeng and Wang, Guoqing and Wang, Peng and Kang, Qiao and Yang, Yang and Shen, Heng Tao},
  year = 2025,
  series = {Uist '25},
  publisher = {Association for Computing Machinery},
  address = {New York, NY, USA},
  doi = {10.1145/3746059.3747674},
  abstract = {Augmented Reality is rapidly transforming everyday experiences, yet its deployment in dynamic, real-world settings often undermines user safety and situational awareness. Existing AR interfaces typically employ static designs that fail to adapt to fluctuating environmental conditions and shifts in user attention. In this paper, we introduce AttentionAR, a proof-of-concept system whose primary contribution is the novel integration of real-time attention monitoring with contextual hazard assessment to dynamically adjust AR overlays. Our approach comprises three complementary modules: an Attention Awareness module that processes physiological and behavioral signals to distinguish between internal and external attention; a Scene Awareness module that leverages multi-frame image analysis and chain-of-thought reasoning via multimodal language models to evaluate risks; and an AR Adaptation and Warning module that modulates interface transparency and delivers timely alerts. Our user study provides initial evidence that this integrated approach can enhance situational awareness and mitigate distraction-related risks compared to static interfaces. We conclude by discussing the implications of our findings, including the challenges of model generalizability that highlight a critical need for personalization, positioning AttentionAR as a foundational step toward more robust, attention-aware safety systems.},
  chapter = {0},
  keywords = {ACM,Adaptive User Interfaces,AR,Attention Detection,Augmented Reality,Large Language Models.,Physiological and Behavioral Signals,Scene Awareness}
}
"
79,CAEVR: Biosignals-driven context-aware empathy in virtual reality,2024,"Gupta, Kunal; Zhang, Yuewei; Gunasekaran, Tamil Selvan; Krishna, N; itha; Pai, Yun Suen; Billinghurst, Mark",https://doi.org/10.1109/TVCG.2024.3372130,"In this paper, we investigate the impact of Context-Aware Empathic VR (CAEVR) on the emotional and cognitive aspects of user experience in VR",Virtual Reality (VR),Head-Mounted Display (HMD),HTC Vive,"Electroencephalography (EEG), Heart Rate (HR), Electrodermal Activity (EDA)",Emotions/Affect,Event,Recreation,Change environment based on emotion,Photo management scene in VR,"The Neurokit2 package [54] extracted 219 total features from EEG (194), HRV (18), and EDA (7), including time- domain, frequency-domain, and statistical features.  EEG: Alpha, Theta ECG: HRV EDA: ?",ML Emotion prediction model,,Different color of VE,"Qualitative (Participant Study), Quantitative (Participant Study)",15,Effectiveness,Users emotional experience and empathy could be strengthened ,Prototype,No Info,"@article{guptaCAEVRBiosignalsdrivenContextaware2024,
  title = {{{CAEVR}}: {{Biosignals-driven}} Context-Aware Empathy in Virtual Reality},
  author = {Gupta, Kunal and Zhang, Yuewei and Gunasekaran, Tamil Selvan and Krishna, N and {itha} and Pai, Yun Suen and Billinghurst, Mark},
  year = 2024,
  month = may,
  journal = {IEEE Transactions on Visualization and Computer Graphics},
  volume = {30},
  number = {5},
  pages = {2671--2681},
  issn = {1941-0506},
  doi = {10.1109/TVCG.2024.3372130},
  abstract = {There is little research on how Virtual Reality (VR) applications can identify and respond meaningfully to users' emotional changes. In this paper, we investigate the impact of Context-Aware Empathic VR (CAEVR) on the emotional and cognitive aspects of user experience in VR. We developed a real-time emotion prediction model using electroencephalography (EEG), electrodermal activity (EDA), and heart rate variability (HRV) and used this in personalized and generalized models for emotion recognition. We then explored the application of this model in a context-aware empathic (CAE) virtual agent and an emotion-adaptive (EA) VR environment. We found a significant increase in positive emotions, cognitive load, and empathy toward the CAE agent, suggesting the potential of CAEVR environments to refine user-agent interactions. We identify lessons learned from this study and directions for future work.},
  chapter = {0},
  keywords = {Brain modeling,Cognitive load,context-aware,Electroencephalography,emotion,Emotion recognition,empathy,Heart rate variability,IEEE,metaverse,physiology,Real-time systems,Solid modeling,virtual agents,VR}
}"
11,Context-aware online adaptation of mixed reality interfaces,2019,"Lindlbauer, David; Feit, Anna Maria; Hilliges, Otmar",https://doi.org/10.1145/3332165.3347945,"We propose a real-time approach to automate this process based on users’ current cognitive load and knowledge about their task and environment. Our system adapts which applications are displayed, how much informa- tion they show, and where they are placed.",Augmented Reality (AR),Head-Mounted Display (HMD),HTC Vive Pro,Eye-Tracking: Pupil Dilation,Cognitive Load/Workload,Task Adjustment,Work/Performance,Context-Aware adaptation of interfaces,"AR holograms, anchored in the environment","Since pupil dilation is confounded with ambient light (cf. [41]), several metrics exist that do not measure absolute size but change in size, such as the propri- etary Index of Cognitive Activity et al. [31, 5], and the Index of Pupillary Activity (IPA) by Duchowski et al. [10], which we use in our work.",Simple IPA thresholds,,"adapts which applications are displayed, how much information they show, and where they are placed","Qualitative (Participant Study), Quantitative (Participant Study)",12,"Effectiveness, Usability","less interactions needed; While participants completed the secondary task with significantly fewer interactions using our approach, no difference was present for primary and secondary task completion time.",Prototype,No Info,"@inproceedings{lindlbauerContextawareOnlineAdaptation2019,
  title = {Context-Aware Online Adaptation of Mixed Reality Interfaces},
  booktitle = {Proceedings of the 32nd Annual {{ACM}} Symposium on User Interface Software and Technology},
  author = {Lindlbauer, David and Feit, Anna Maria and Hilliges, Otmar},
  year = 2019,
  series = {Uist '19},
  pages = {147--160},
  publisher = {Association for Computing Machinery},
  address = {New York, NY, USA},
  doi = {10.1145/3332165.3347945},
  abstract = {We present an optimization-based approach for Mixed Reality (MR) systems to automatically control when and where applications are shown, and how much information they display. Currently, content creators design applications, and users then manually adjust which applications are visible and how much information they show. This choice has to be adjusted every time users switch context, i.e., whenever they switch their task or environment. Since context switches happen many times a day, we believe that MR interfaces require automation to alleviate this problem. We propose a real-time approach to automate this process based on users' current cognitive load and knowledge about their task and environment. Our system adapts which applications are displayed, how much information they show, and where they are placed. We formulate this problem as a mix of rule-based decision making and combinatorial optimization which can be solved efficiently in real-time. We present a set of proof-of-concept applications showing that our approach is applicable in a wide range of scenarios. Finally, we show in a dual-task evaluation that our approach decreased secondary tasks interactions by 36},
  chapter = {0},
  keywords = {ACM,AR,context-awareness,mixed reality,ui optimization}
}
"
192,Design of a physiologically based feedback loop using biosensors for interactive XR and spatial computing environments - 2024 IEEE 3rd international conference on intelligent reality (ICIR),2024,"Riain, Eoghan Ó; McVeigh, Joseph G.; Fullen, Brona M.; Martin, Denis; Murphy, David",https://doi.org/10.1109/ICIR64558.2024.10976814,,Virtual Reality (VR),Desktop,,"Photoplethysmogram (PPG) , Galvanic Skin Response (GSR), Electrodermal Activity (EDA)",Engagement,Task Adjustment,Education,Adapt driving task for ideal flow/engagement with the learning task,,,"Binary, either high or low engagement measured. FSM switching through tasks",,DIfficulty of driving task changed according to engagement,"Quantitative (Participant Study), Qualitative (Participant Study)",23,Effectiveness,the physiology-based DDA mechanism could create higher engagement in the participants,Prototype,No Info,"@article{riainDesignPhysiologicallyBased2024,
  title = {Design of a Physiologically Based Feedback Loop Using Biosensors for Interactive {{XR}} and Spatial Computing Environments - 2024 {{IEEE}} 3rd International Conference on Intelligent Reality ({{ICIR}})},
  author = {Riain, Eoghan {\'O} and McVeigh, Joseph G. and Fullen, Brona M. and Martin, Denis and Murphy, David},
  year = 2024,
  month = dec,
  journal = {2024 IEEE 3rd international conference on intelligent reality (ICIR)},
  pages = {1--7},
  abstract = {This work investigates the signal characteristics of a physiological response (acute stress) and determines the viability of developing a Virtual Reality (VR) integrated physiologically based real-time feedback loop. This work has possible applications in physiotherapy and patient rehabilitation for long-term conditions including long COVID, persistent pain, and chronic fatigue. Using real-time physiological data, this approach can offer an individualised and immersive therapeutic experience. By synchronizing VR experiences with physiological responses, clinicians can optimise treatment efficacy and facilitate targeted rehabilitation efforts. A design and early prototype were developed to include a feedback loop driven by an ensemble of biosignal signatures, correlating with stress responses, that adjusts dynamic components in the environment. The prototype shows the feasibility of developing a physiologically based XR environment suitable for virtual physiotherapy interventions.},
  chapter = {0},
  keywords = {Feedback loop,IEEE,Patient rehabilitation,Physiology,Prototypes,Real-tim...,Sensor fusion,Virtual reality}
}
"
134,Development of a chakra meditation application of virtual and vibrational realities based on behavioral biometric,2023,"Lin, Chien-Tung; Janaka Rajapakse, R.P.C.",https://doi.org/10.1109/CW58918.2023.00052,"Modulating light, sound, and vibrational frequencies to match chakras during meditation.",Virtual Reality (VR),Head-Mounted Display (HMD),HTC Vive Pro,"Electroencephalography (EEG), Heart Rate (HR)",Relaxation,"Guidance/Notification, Task Adjustment",Health/Rehabilitation,How relaxed the user is to amplify the displayed totem if relaxed,Visual totems,"I suspect frequencies, as the authors write ""brain waves"". But otherwise undefined","switch chakra at a certain state of relaxation, amplify totem of current chakra if user performs well",,"next chakra, totem intensity",None,0,None,,Prototype,No Info,"@article{linDevelopmentChakraMeditation2023,
  title = {Development of a Chakra Meditation Application of Virtual and Vibrational Realities Based on Behavioral Biometric},
  author = {Lin, Chien-Tung and Janaka Rajapakse, R.P.C.},
  year = 2023,
  month = oct,
  journal = {2023 international conference on cyberworlds (CW)},
  pages = {290--297},
  issn = {2642-3596},
  doi = {10.1109/CW58918.2023.00052},
  abstract = {Some benefits of mindfulness include reducing stress, improving concentration, and improving physical and psychological health. Virtual reality creates a relaxing and meditation-friendly environment away from everyday life. However, most applications consider only the visual and auditory aspect, which is insufficient in fully mimicking the physical world. Therefore, we will use VR to develop chakra meditation systems. Considering the effect of light and sound frequencies on different chakras, we added a sound and light vibration system called Vibrational Reality. This application is passively interactive, driven by behavioral biometric features such as brain waves and heart rate. Users do not need to use a controller to operate. The user simply puts the headset on, and the application is ready to guide the user through some chakra meditation.},
  chapter = {0},
  keywords = {biometric,Biometrics (access control),Headphones,Heart rate,IEEE,meditation,passive interactive,Psychology,Ultrasonic imaging,vibrational reality,Vibrations,Visualization,VR}
}"
20,Eggly: Designing mobile augmented reality neurofeedback training games for children with autism spectrum disorder,2023,"Lyu, Yue; An, Pengcheng; Xiao, Yage; Zhang, Zibo; Zhang, Huan; Katsuragawa, Keiko; Zhao, Jian",https://doi.org/10.1145/3596251,"To accommodate individual differences in social attention level, Eggly dynamically adjusts the game difficulty for each play.",Augmented Reality (AR),Handheld Display (HHD),No Info,Electroencephalography (EEG),Attention,Task Adjustment,Health/Rehabilitation,Attention on social interaction,Neuro-Feedback Training Game (for autistic children),"Proprietary ""AI algorithm quantifying 1250 data points"" to give a singular social attention index",Back-end Server running Python,,Difficulty,"Quantitative (Participant Study), Qualitative (Participant Study)",5,"Usability, Effectiveness","Participants liked the system, Care Taking people think it helps the children, both positive",Prototype,No Info,"@article{lyuEgglyDesigningMobile2023,
  title = {Eggly: {{Designing}} Mobile Augmented Reality Neurofeedback Training Games for Children with Autism Spectrum Disorder},
  author = {Lyu, Yue and An, Pengcheng and Xiao, Yage and Zhang, Zibo and Zhang, Huan and Katsuragawa, Keiko and Zhao, Jian},
  year = 2023,
  month = jun,
  journal = {Proc. ACM Interact. Mob. Wearable Ubiquitous Technol.},
  volume = {7},
  number = {2},
  publisher = {Association for Computing Machinery},
  address = {New York, NY, USA},
  doi = {10.1145/3596251},
  abstract = {Autism Spectrum Disorder (ASD) is a neurodevelopmental disorder that affects how children communicate and relate to other people and the world around them. Emerging studies have shown that neurofeedback training (NFT) games are an effective and playful intervention to enhance social and attentional capabilities for autistic children. However, NFT is primarily available in a clinical setting that is hard to scale. Also, the intervention demands deliberately-designed gamified feedback with fun and enjoyment, where little knowledge has been acquired in the HCI community. Through a ten-month iterative design process with four domain experts, we developed Eggly, a mobile NFT game based on a consumer-grade EEG headband and a tablet. Eggly uses novel augmented reality (AR) techniques to offer engagement and personalization, enhancing their training experience. We conducted two field studies (a single-session study and a three-week multi-session study) with a total of five autistic children to assess Eggly in practice at a special education center. Both quantitative and qualitative results indicate the effectiveness of the approach as well as contribute to the design knowledge of creating mobile AR NFT games.},
  chapter = {0},
  keywords = {ACM,AR,augmented reality,Autism spectrum disorder,EEG headband,mobile game,neurofeedback training}
}
"
65,Emo-regulator: An emotion-regulation training system fusing virtual reality and EEG-based neurofeedback,2023,"Yu, Minchang; Bai, Yicai; Li, Yingjie",https://doi.org/10.1109/EMBC40787.2023.10340975,EEG signals to predict the emotional states (negative or positive),Virtual Reality (VR),Head-Mounted Display (HMD),HTC Vive,Electroencephalography (EEG),Emotions/Affect,Task Adjustment,Health/Rehabilitation,,pos and neg VR scenarios to induce pos and neg emotions,"8 electrodes (F7, F8, T7, T8, C3, C4, O1, and O2) -> Extracting relative power (RP), inter-hemispheric power rational asymmetry (RASM), and differential asymmetry (DASM) indices",Feature extraction,,Change of VR environment,"Quantitative (Participant Study), Qualitative (Participant Study)",8,Effectiveness,"higher self esteem, better emotional regulation",Prototype,No Info,"@article{yuEmoregulatorEmotionregulationTraining2023,
  title = {Emo-Regulator: {{An}} Emotion-Regulation Training System Fusing Virtual Reality and {{EEG-based}} Neurofeedback},
  author = {Yu, Minchang and Bai, Yicai and Li, Yingjie},
  year = 2023,
  month = jul,
  journal = {2023 45th annual international conference of the IEEE engineering in medicine \& biology society (EMBC)},
  pages = {1--4},
  issn = {2694-0604},
  doi = {10.1109/EMBC40787.2023.10340975},
  abstract = {Good emotion-regulation ability (ERA) is a vital sign of psychological health; conversely, emotion dysregulation may lead to mental or neurological disorders, such as anxiety disorders and depression. This study developed an emotion-regulation training system, Emo-regulator, fusing virtual reality (VR) and EEG-based neurofeedback to enhance subjects' ability to down-regulate negative emotions. Emo-regulator first elicited negative emotions in subjects through VR scenarios and then asked them to regulate emotions using cognitive reappraisal to change the emotional responses elicited by the VRs. Meanwhile, EEG signals from the subjects were collected and analyzed in real time by machine learning to predict the emotional states of the subjects (negative or positive). Emo-regulator changed the VR scenarios according to the prediction results and completed the feedback. Eight subjects used Emo-regulator for two weeks, and the results showed it could help the subjects improve their emotion regulation, and its usability is above average.Clinical Relevance---Emo-regulator can help subjects improve their ability to down-regulate negative emotions and increase the frequency of cognitive reappraisal use during emotion regulation.},
  chapter = {0},
  keywords = {Electroencephalography,IEEE,Machine learning,Neurological diseases,Regulation,Three-dimensional displays,Training,Virtual reality}
}
"
73,Enable an innovative prolonged exposure therapy of attention deficits on autism spectrum through adaptive virtual environments,2018,"Mei, Chao; Guo, Rongkai",https://doi.org/10.1109/VS-Games.2018.8493421,"The AVET employed VR-exclusive “impossible experiences” (e.g., a chair that deforms upon the user’s gaze, a transparent human) which are not available in real world.",Virtual Reality (VR),Head-Mounted Display (HMD),FOVE 0,Eye-Tracking: Gaze,Attention,Task Adjustment,Education,Adding/recomving irrelevant objects,Lecture scene,Gaze duration on irrelevant objects,?,,Adding/recomving irrelevant objects,Qualitative (Participant Study),8,"Usability, Effectiveness","The autism therapists confirmed the  therapy is innovative and will have great influence on future  ASD therapy. The students evaluated the attention detection,  which yields to around 72% accuracy.",Prototype,No Info,"@article{meiEnableInnovativeProlonged2018,
  title = {Enable an Innovative Prolonged Exposure Therapy of Attention Deficits on Autism Spectrum through Adaptive Virtual Environments},
  author = {Mei, Chao and Guo, Rongkai},
  year = 2018,
  month = sep,
  journal = {2018 10th international conference on virtual worlds and games for serious applications (VS-games)},
  pages = {1--4},
  issn = {2474-0489},
  doi = {10.1109/VS-Games.2018.8493421},
  abstract = {A prototype of adaptive virtual environments therapy system (AVET) was developed which will enable innovative Virtual Reality (VR)-based therapy approach for children with attention deficit on the autism spectrum. Many systems have successfully used VR in Autism Spectrum Disorders (ASD) therapies. Most of them use VR as an alternative way to conduct therapies by simulating traditional therapies or real-life experiences. The AVET employed VR-exclusive ""impossible experiences"" (e.g., a chair that deforms upon the user's gaze, a transparent human) which are not available in real world. The AVET identifies, influences the user's cognition, and delivers a customized Prolonged Exposure (PE)-style VR therapy for children with attention deficits on the autism spectrum. We conducted a preliminary evaluation to the current AVET prototype with the experts. Based on the interview feedbacks, we anticipate the AVET will have a great potential to deliver innovative and effective ASD attention training therapies.},
  chapter = {0},
  keywords = {Autism,IEEE,Medical treatment,Prototypes,Training,Variable speed drives,Virtual environments}
}
"
25,Enabling real-time collaborative brain-mobile interactive applications on volunteer mobile devices,2015,"Pore, Madhurima; Sadeghi, Koosha; Chakati, Vinaya; Banerjee, Ayan; Gupta, S; K.S., eep",https://doi.org/10.1145/2799650.2799660,that modulates movie frames based on individuals subconscious preferences,Augmented Reality (AR),Head-Mounted Display (HMD),Google Cardboard,Electroencephalography (EEG),Stress,FoV/Rendering,"Education, Recreation, Health/Rehabilitation",apply filter according to VP nervousness/alertness/stress/arousal,na,na,"a machine learning algorithm to predict nervousness levels that needs data intensive training operation,",,dynamic blurring of movie frames.,None,0,None,,"Proposal, Subsystem",No Info,"@inproceedings{poreEnablingRealtimeCollaborative2015,
  title = {Enabling Real-Time Collaborative Brain-Mobile Interactive Applications on Volunteer Mobile Devices},
  booktitle = {Proceedings of the 2nd International Workshop on Hot Topics in Wireless},
  author = {Pore, Madhurima and Sadeghi, Koosha and Chakati, Vinaya and Banerjee, Ayan and Gupta, S and K.S., eep},
  year = 2015,
  series = {{{HotWireless}} '15},
  pages = {46--50},
  publisher = {Association for Computing Machinery},
  address = {New York, NY, USA},
  doi = {10.1145/2799650.2799660},
  abstract = {Commercially available wearable brain sensors and devices that convert smartphones into virtual reality systems open up the potential to implement real time collaborative brain-mobile interactive applications. These applications may derive psychological contexts using electroencephalogram (EEG) collected in a wireless setting, and provide individualized sensory feedback through devices such as Google Cardboard. Psychological contexts are affected not only by user's own behavior but also by her interaction with the environment and possibly other individuals. Hence, deriving psychological context information not only requires sensing of an individual's brain but also data from her neighbors. Further, the data needs to be processed by computationally intensive machine learning algorithms which may not be executed within desired latency using resource limited mobile devices. In such a scenario, real time computation of psychological contexts and administration of sensory feedback may be infeasible. In this work, we consider the idea of offloading psychological context estimation and sensory feedback computation to volunteer mobile devices and study the feasibility of large scale real-time adhoc brain-mobile interface applications. We present the BraiNet architecture, which can be used to write a custom application to perform computation on brain data and gain group level aggregate inferences and provide feedback. Further, heavy computation related to the brain signal processing can be offloaded to networked mobile devices for adhoc real-time execution without the need for a dedicated server. We show the usage of BraiNet to develop ""Neuro Movie"" (nMovie), that modulates movie frames based on individuals subconscious preferences.},
  chapter = {0},
  keywords = {ACM,AR,brain computer interface,brain sensing,context aware applications,mobile computing,offloading}
}
"
78,Exploration of an EEG-based cognitively adaptive training system in virtual reality,2019,"Dey, Arindam; Chatburn, Alex; Billinghurst, Mark",https://doi.org/10.1109/VR.2019.8797840,Exploration of an EEG-Based Cognitively Adaptive Training System,Virtual Reality (VR),Head-Mounted Display (HMD),HTC Vive,Electroencephalography (EEG),Cognitive Load/Workload,Task Adjustment,Education,Adapt task difficulty for optimal learning,select a target object of given shape and color combination among a set of moving objects,"Oz, O1, O2, Pz, P3, and P4 frequencies between 9 and 13 Hz",Alpha frequency and power measures,,Four factors of the task were adapted (all complexity related),Quantitative (Participant Study),14,Effectiveness,"Increased brain activity when task more demanding, this was interpreted as higher task load",Prototype,No Info,"@article{deyExplorationEEGbasedCognitively2019,
  title = {Exploration of an {{EEG-based}} Cognitively Adaptive Training System in Virtual Reality},
  author = {Dey, Arindam and Chatburn, Alex and Billinghurst, Mark},
  year = 2019,
  month = mar,
  journal = {2019 IEEE conference on virtual reality and 3D user interfaces (VR)},
  pages = {220--226},
  issn = {2642-5254},
  doi = {10.1109/VR.2019.8797840},
  abstract = {Virtual Reality (VR) is effective in various training scenarios across multiple domains, such as education, health and defense. However, most of those applications are not adaptive to the real-time cognitive or subjectively experienced load placed on the trainee. In this paper, we explore a cognitively adaptive training system based on real-time measurement of task related alpha activity in the brain. This measurement was made by a 32-channel mobile Electroencephalography (EEG) system, and was used to adapt the task difficulty to an ideal level which challenged our participants, and thus theoretically induces the best level of performance gains as a result of training. Our system required participants to select target objects in VR and the complexity of the task adapted to the alpha activity in the brain. A total of 14 participants undertook our training and completed 20 levels of increasing complexity. Our study identified significant differences in brain activity in response to increasing levels of task complexity, but response time did not alter as a function of task difficulty. Collectively, we interpret this to indicate the brain's ability to compensate for higher task load without affecting behaviourally measured visuomotor performance.},
  chapter = {0},
  keywords = {Adaptive systems,Alpha Activity,Cognitively Adaptive Training,Electroencephalography,Frequency measurement,H.1.2 [Models and Principles]: User/Machine Systems---Human Factors,H.5.1 [Multimedia Information Systems]: Artificial---Augmented and Virtual Realities,IEEE,Real-time systems,Task analysis,Training,Virtual reality,Virtual Reality}
}"
3,Facial electromyography-based adaptive virtual reality gaming for cognitive training,2020,"Reidy, Lorcan; Chan, Dennis; Nduka, Charles; Gunes, Hatice",https://doi.org/10.1145/3382507.3418845,affect-aware VR cognitive training intervention,Virtual Reality (VR),Head-Mounted Display (HMD),HTC Vive,Electromyography (EMG),Emotions/Affect,Task Adjustment,Health/Rehabilitation,Affect-aware VR game for cognitive training,Working memory and episodic memory tasks with increasing difficulty,"10 features from users’ eyes, 9 from their mouth, 7 from their eyebrows, and 3 from their corrugator supercilii.","Supervised machine learning -> DWT-Haar filtering, temporal feature extraction, feature selection, and kNN classification.",,Adaptive game difficulty,"Quantitative (Participant Study), Qualitative (Participant Study), Descriptive Statistics",6,Usability,"1) Classification rates of 64.1% and 76.2%, for valence and arousal. 2) Increased feeling of competence and the decreased feeling of challenge while playing the adaptive version of the game.  3) Positive responses provided for the post-game module of the GEQ (immersion, engagement, and flow)",Prototype,No Info,"@inproceedings{reidyFacialElectromyographybasedAdaptive2020,
  title = {Facial Electromyography-Based Adaptive Virtual Reality Gaming for Cognitive Training},
  booktitle = {Proceedings of the 2020 International Conference on Multimodal Interaction},
  author = {Reidy, Lorcan and Chan, Dennis and Nduka, Charles and Gunes, Hatice},
  year = 2020,
  series = {Icmi '20},
  pages = {174--183},
  publisher = {Association for Computing Machinery},
  address = {New York, NY, USA},
  doi = {10.1145/3382507.3418845},
  abstract = {Cognitive training has shown promising results for delivering improvements in human cognition related to attention, problem solving, reading comprehension and information retrieval. However, two frequently cited problems in cognitive training literature are a lack of user engagement with the training programme, and a failure of developed skills to generalise to daily life. This paper introduces a new cognitive training (CT) paradigm designed to address these two limitations by combining the benefits of gamification, virtual reality (VR), and affective adaptation in the development of an engaging, ecologically valid, CT task. Additionally, it incorporates facial electromyography (EMG) as a means of determining user affect while engaged in the CT task. This information is then utilised to dynamically adjust the game's difficulty in real-time as users play, with the aim of leading them into a state of flow. Affect recognition rates of 64.1},
  chapter = {0},
  keywords = {ACM,adaptive gaming,affective computing,cognitive training,facial electromyography,virtual reality}
}
"
